開始日,終了日,実行ID,取引ID,段階,種別,in時刻,in価格,ロット
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0001,3,段階2,2016-08-12 21:30:02.138000,101.55100,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0001,4,段階3,2016-08-12 21:30:02.138000,101.52400,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0001,5,段階4,2016-08-12 21:30:02.138000,101.47300,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0001,6,段階5,2016-08-12 21:30:02.138000,101.42100,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0002,1,初回,2016-08-16 21:30:01.804000,99.57300,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0003,1,初回,2016-08-17 13:52:57.782000,100.91100,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0004,1,初回,2016-08-18 13:56:27.786000,100.34000,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0005,1,初回,2016-08-18 18:10:37.280000,100.49100,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0006,1,初回,2016-08-26 23:00:07.052000,100.60200,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0006,2,段階1,2016-08-26 23:00:07.052000,100.65300,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0006,3,段階2,2016-08-26 23:00:07.052000,100.71100,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0006,4,段階3,2016-08-26 23:00:07.052000,100.75400,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0006,5,段階4,2016-08-26 23:00:07.052000,100.80700,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0006,6,段階5,2016-08-26 23:00:07.052000,100.85600,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0007,1,初回,2016-08-26 23:00:06.893000,100.59800,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0007,2,段階1,2016-08-26 23:00:06.893000,100.65300,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0007,3,段階2,2016-08-26 23:00:06.893000,100.70000,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0007,4,段階3,2016-08-26 23:00:06.893000,100.75400,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0007,5,段階4,2016-08-26 23:00:06.893000,100.80700,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0007,6,段階5,2016-08-26 23:00:06.893000,100.84800,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0008,1,初回,2016-08-26 23:14:32.265000,100.11500,1.00
